settlement,teaor,bin,count,generated_count,diff
Bakonyszentlászló,2,1-4,13,16,3
Bakonyszombathely,1,1-4,21,26,5
Bakonyszombathely,43,1-4,13,16,3
Bakonyszombathely,56,1-4,5,6,1
Bakonyszombathely,96,1-4,8,10,2
Bakonysárkány,43,1-4,9,11,2
Bakonytamási,1,1-4,7,9,2
Bakonytamási,43,1-4,5,6,1
Baks,1,1-4,20,25,5
Baks,41,1-4,6,8,2
Baks,43,1-4,25,31,6
Baks,45,1-4,5,6,1
Baks,47,1-4,24,30,6
Baks,85,1-4,5,6,1
Baks,96,1-4,8,10,2
Baksa,1,1-4,15,19,4
Baksa,43,1-4,8,10,2
Baksa,47,1-4,6,8,2
Baksa,96,1-4,5,6,1
Baktakék,1,1-4,12,15,3
Baktalórántháza,1,1-4,22,27,5
Baktalórántháza,25,20-49,9,11,2
Baktalórántháza,43,1-4,20,25,5
Baktalórántháza,45,1-4,7,9,2
Baktalórántháza,47,1-4,17,21,4
Baktalórántháza,56,1-4,5,6,1
Baktalórántháza,66,1-4,8,10,2
Baktalórántháza,70,1-4,6,8,2
Baktalórántháza,85,1-4,9,11,2
Baktalórántháza,86,1-4,7,9,2
Baktalórántháza,96,1-4,10,12,2
Baktüttös,1,1-4,6,8,2
Balassagyarmat,1,1-4,35,44,9
Balassagyarmat,10,1-4,5,6,1
Balassagyarmat,13,1-4,6,8,2
Balassagyarmat,14,1-4,5,6,1
Balassagyarmat,2,1-4,5,6,1
Balassagyarmat,25,10-19,16,20,4
Balassagyarmat,25,250-1000,12,15,3
Balassagyarmat,41,1-4,11,14,3
Balassagyarmat,42,1-4,5,6,1
Balassagyarmat,43,1-4,112,139,27
Balassagyarmat,45,1-4,36,45,9
Balassagyarmat,46,1-4,15,19,4
Balassagyarmat,47,1-4,116,144,28
Balassagyarmat,47,5-9,16,20,4
Balassagyarmat,49,1-4,27,34,7
Balassagyarmat,52,1-4,6,8,2
Balassagyarmat,55,1-4,6,8,2
Balassagyarmat,56,1-4,40,50,10
Balassagyarmat,59,1-4,14,17,3
Balassagyarmat,62,1-4,34,42,8
Balassagyarmat,63,1-4,11,14,3
Balassagyarmat,66,1-4,36,45,9
Balassagyarmat,68,1-4,30,37,7
Balassagyarmat,69,1-4,53,66,13
Balassagyarmat,70,1-4,27,34,7
Balassagyarmat,73,1-4,6,8,2
Balassagyarmat,74,1-4,43,54,11
Balassagyarmat,77,1-4,5,6,1
Balassagyarmat,80,1-4,14,17,3
Balassagyarmat,81,1-4,24,30,6
Balassagyarmat,82,1-4,20,25,5
Balassagyarmat,85,1-4,73,91,18
Balassagyarmat,86,1-4,58,72,14
Balassagyarmat,90,1-4,17,21,4
Balassagyarmat,93,1-4,11,14,3
Balassagyarmat,94,1-4,9,11,2
Balassagyarmat,95,1-4,15,19,4
Balassagyarmat,96,1-4,119,148,29
Balaton,43,1-4,7,9,2
Balaton,47,1-4,6,8,2
Balatonakali,43,1-4,10,12,2
Balatonakali,47,1-4,8,10,2
Balatonakali,55,1-4,6,8,2
Balatonakali,56,1-4,6,8,2
Balatonakali,81,1-4,9,11,2
Balatonakali,85,1-4,5,6,1
Balatonakali,96,1-4,8,10,2
Balatonakarattya,23,1-4,16,20,4
Balatonakarattya,25,1-4,56,70,14
Balatonakarattya,28,1-4,9,11,2
Balatonakarattya,31,1-4,23,29,6
Balatonakarattya,32,1-4,30,37,7
Balatonakarattya,33,1-4,32,40,8
Balatonakarattya,43,1-4,10,12,2
Balatonakarattya,47,1-4,5,6,1
Balatonakarattya,70,1-4,8,10,2
Balatonakarattya,74,1-4,5,6,1
Balatonakarattya,85,1-4,5,6,1
Balatonakarattya,86,1-4,7,9,2
Balatonakarattya,96,1-4,5,6,1
Balatonalmádi,1,1-4,26,32,6
Balatonalmádi,25,5-9,5,6,1
Balatonalmádi,41,1-4,22,27,5
Balatonalmádi,41,5-9,9,11,2
Balatonalmádi,43,1-4,116,144,28
Balatonalmádi,45,1-4,22,27,5
Balatonalmádi,46,1-4,30,37,7
Balatonalmádi,47,1-4,91,113,22
Balatonalmádi,47,5-9,9,11,2
Balatonalmádi,49,1-4,14,17,3
Balatonalmádi,55,1-4,23,29,6
Balatonalmádi,56,1-4,43,54,11
Balatonalmádi,56,5-9,6,8,2
Balatonalmádi,59,1-4,11,14,3
Balatonalmádi,62,1-4,45,56,11
Balatonalmádi,63,1-4,9,11,2
Balatonalmádi,66,1-4,27,34,7
Balatonalmádi,68,1-4,44,55,11
Balatonalmádi,69,1-4,31,39,8
Balatonalmádi,70,1-4,72,90,18
Balatonalmádi,73,1-4,11,14,3
Balatonalmádi,74,1-4,43,54,11
Balatonalmádi,77,1-4,12,15,3
Balatonalmádi,81,1-4,50,62,12
Balatonalmádi,82,1-4,32,40,8
Balatonalmádi,85,1-4,62,77,15
Balatonalmádi,86,1-4,60,75,15
Balatonalmádi,90,1-4,34,42,8
Balatonalmádi,93,1-4,16,20,4
Balatonalmádi,95,1-4,8,10,2
Balatonalmádi,96,1-4,68,85,17
Balatonberény,43,1-4,12,15,3
Balatonberény,47,1-4,5,6,1
Balatonberény,55,1-4,12,15,3
Balatonberény,56,1-4,7,9,2
Balatonberény,62,1-4,6,8,2
Balatonberény,74,1-4,6,8,2
Balatonberény,85,1-4,6,8,2
Balatonberény,96,1-4,11,14,3
Balatonboglár,1,1-4,63,78,15
Balatonboglár,25,1-4,5,6,1
Balatonboglár,33,1-4,5,6,1
Balatonboglár,41,1-4,9,11,2
Balatonboglár,43,1-4,51,63,12
Balatonboglár,45,1-4,16,20,4
Balatonboglár,46,1-4,20,25,5
Balatonboglár,47,1-4,60,75,15
Balatonboglár,49,1-4,12,15,3
Balatonboglár,55,1-4,42,52,10
Balatonboglár,56,1-4,52,65,13
Balatonboglár,62,1-4,15,19,4
Balatonboglár,66,1-4,5,6,1
Balatonboglár,68,1-4,26,32,6
Balatonboglár,69,1-4,24,30,6
Balatonboglár,70,1-4,16,20,4
Balatonboglár,73,1-4,9,11,2
Balatonboglár,74,1-4,20,25,5
Balatonboglár,77,1-4,5,6,1
Balatonboglár,81,1-4,23,29,6
Balatonboglár,82,1-4,13,16,3
Balatonboglár,85,1-4,25,31,6
Balatonboglár,86,1-4,12,15,3
Balatonboglár,90,1-4,9,11,2
Balatonboglár,93,1-4,14,17,3
Balatonboglár,95,1-4,8,10,2
Balatonboglár,96,1-4,50,62,12
Balatoncsicsó,1,1-4,6,8,2
Balatoncsicsó,43,1-4,6,8,2
Balatonederics,1,1-4,10,12,2
Balatonederics,41,1-4,5,6,1
Balatonederics,43,1-4,23,29,6
Balatonederics,47,1-4,6,8,2
Balatonederics,56,1-4,5,6,1
Balatonederics,66,1-4,7,9,2
Balatonederics,70,1-4,6,8,2
Balatonederics,85,1-4,5,6,1
Balatonederics,96,1-4,6,8,2
Balatonendréd,1,1-4,16,20,4
Balatonendréd,2,1-4,5,6,1
Balatonendréd,41,1-4,8,10,2
Balatonendréd,43,1-4,32,40,8
Balatonendréd,47,1-4,5,6,1
Balatonendréd,81,1-4,8,10,2
Balatonendréd,86,1-4,5,6,1
Balatonendréd,96,1-4,5,6,1
Balatonfenyves,1,1-4,6,8,2
Balatonfenyves,16,1-4,8,10,2
Balatonfenyves,18,1-4,10,12,2
Balatonfenyves,41,1-4,5,6,1
Balatonfenyves,43,1-4,24,30,6
Balatonfenyves,47,1-4,17,21,4
Balatonfenyves,49,1-4,7,9,2
Balatonfenyves,55,1-4,8,10,2
Balatonfenyves,56,1-4,14,17,3
Balatonfenyves,68,1-4,7,9,2
Balatonfenyves,70,1-4,12,15,3
Balatonfenyves,81,1-4,6,8,2
Balatonfenyves,86,1-4,5,6,1
Balatonfenyves,90,1-4,5,6,1
Balatonfenyves,96,1-4,8,10,2
Balatonfõkajár,25,10-19,7,9,2
Balatonfõkajár,32,10-19,5,6,1
Balatonfõkajár,33,10-19,6,8,2
Balatonfõkajár,41,1-4,12,15,3
Balatonfõkajár,43,1-4,23,29,6
Balatonfõkajár,47,1-4,9,11,2
Balatonfõkajár,56,1-4,6,8,2
Balatonfõkajár,81,1-4,5,6,1
Balatonfõkajár,82,1-4,5,6,1
Balatonfõkajár,96,1-4,10,12,2
Balatonföldvár,1,1-4,10,12,2
Balatonföldvár,31,1-4,6,8,2
Balatonföldvár,32,1-4,12,15,3
Balatonföldvár,33,1-4,9,11,2
Balatonföldvár,43,1-4,18,22,4
Balatonföldvár,47,1-4,29,36,7
Balatonföldvár,49,1-4,6,8,2
Balatonföldvár,55,1-4,16,20,4
Balatonföldvár,56,1-4,25,31,6
Balatonföldvár,62,1-4,7,9,2
Balatonföldvár,66,1-4,12,15,3
Balatonföldvár,68,1-4,22,27,5
Balatonföldvár,69,1-4,14,17,3
Balatonföldvár,70,1-4,12,15,3
Balatonföldvár,74,1-4,8,10,2
Balatonföldvár,81,1-4,10,12,2
Balatonföldvár,85,1-4,10,12,2
Balatonföldvár,86,1-4,7,9,2
Balatonföldvár,90,1-4,5,6,1
Balatonföldvár,93,1-4,6,8,2
Balatonföldvár,96,1-4,22,27,5
Balatonfûzfõ,1,1-4,5,6,1
Balatonfûzfõ,41,1-4,16,20,4
Balatonfûzfõ,43,1-4,67,83,16
Balatonfûzfõ,45,1-4,11,14,3
Balatonfûzfõ,46,1-4,7,9,2
Balatonfûzfõ,47,1-4,26,32,6
Balatonfûzfõ,47,5-9,5,6,1
Balatonfûzfõ,49,1-4,9,11,2
Balatonfûzfõ,55,1-4,5,6,1
Balatonfûzfõ,56,1-4,17,21,4
Balatonfûzfõ,62,1-4,12,15,3
Balatonfûzfõ,66,1-4,17,21,4
Balatonfûzfõ,68,1-4,16,20,4
Balatonfûzfõ,69,1-4,11,14,3
Balatonfûzfõ,70,1-4,13,16,3
Balatonfûzfõ,74,1-4,14,17,3
Balatonfûzfõ,77,1-4,6,8,2
Balatonfûzfõ,81,1-4,18,22,4
Balatonfûzfõ,82,1-4,7,9,2
Balatonfûzfõ,85,1-4,23,29,6
Balatonfûzfõ,86,1-4,11,14,3
Balatonfûzfõ,90,1-4,10,12,2
Balatonfûzfõ,93,1-4,11,14,3
Balatonfûzfõ,96,1-4,31,39,8
Balatonfüred,1,1-4,41,51,10
Balatonfüred,11,1-4,13,16,3
Balatonfüred,2,1-4,5,6,1
Balatonfüred,22,20-49,5,6,1
Balatonfüred,22,5-9,20,25,5
Balatonfüred,23,10-19,12,15,3
Balatonfüred,23,5-9,18,22,4
Balatonfüred,24,5-9,5,6,1
Balatonfüred,25,10-19,121,150,29
Balatonfüred,25,20-49,24,30,6
Balatonfüred,25,5-9,193,240,47
Balatonfüred,26,10-19,5,6,1
Balatonfüred,26,5-9,12,15,3
Balatonfüred,27,10-19,6,8,2
Balatonfüred,27,5-9,9,11,2
Balatonfüred,28,10-19,6,8,2
Balatonfüred,28,5-9,22,27,5
Balatonfüred,29,5-9,9,11,2
Balatonfüred,31,10-19,38,47,9
Balatonfüred,31,20-49,5,6,1
Balatonfüred,31,5-9,52,65,13
Balatonfüred,32,10-19,40,50,10
Balatonfüred,32,5-9,56,70,14
Balatonfüred,33,10-19,82,102,20
Balatonfüred,33,20-49,6,8,2
Balatonfüred,33,5-9,106,132,26
Balatonfüred,41,1-4,28,35,7
Balatonfüred,42,1-4,5,6,1
Balatonfüred,43,1-4,159,198,39
Balatonfüred,43,5-9,7,9,2
Balatonfüred,45,1-4,35,44,9
Balatonfüred,46,1-4,22,27,5
Balatonfüred,47,1-4,129,160,31
Balatonfüred,47,10-19,6,8,2
Balatonfüred,47,5-9,17,21,4
Balatonfüred,49,1-4,37,46,9
Balatonfüred,53,1-4,5,6,1
Balatonfüred,55,1-4,56,70,14
Balatonfüred,56,1-4,79,98,19
Balatonfüred,56,10-19,8,10,2
Balatonfüred,56,20-49,9,11,2
Balatonfüred,56,5-9,15,19,4
Balatonfüred,62,1-4,34,42,8
Balatonfüred,63,1-4,13,16,3
Balatonfüred,66,1-4,26,32,6
Balatonfüred,68,1-4,79,98,19
Balatonfüred,68,10-19,6,8,2
Balatonfüred,68,5-9,5,6,1
Balatonfüred,69,1-4,67,83,16
Balatonfüred,70,1-4,61,76,15
Balatonfüred,72,1-4,6,8,2
Balatonfüred,73,1-4,15,19,4
Balatonfüred,74,1-4,35,44,9
Balatonfüred,77,1-4,22,27,5
Balatonfüred,79,1-4,10,12,2
Balatonfüred,81,1-4,100,124,24
Balatonfüred,82,1-4,39,49,10
Balatonfüred,85,1-4,54,67,13
Balatonfüred,86,1-4,82,102,20
Balatonfüred,90,1-4,22,27,5
Balatonfüred,93,1-4,34,42,8
Balatonfüred,93,5-9,5,6,1
Balatonfüred,94,1-4,7,9,2
Balatonfüred,95,1-4,14,17,3
Balatonfüred,96,1-4,165,205,40
Balatonhenye,1,1-4,6,8,2
Balatonhenye,43,1-4,6,8,2
Balatonkenese,1,1-4,16,20,4
Balatonkenese,25,1-4,7,9,2
Balatonkenese,41,1-4,6,8,2
Balatonkenese,43,1-4,41,51,10
Balatonkenese,45,1-4,6,8,2
Balatonkenese,46,1-4,5,6,1
Balatonkenese,47,1-4,32,40,8
Balatonkenese,55,1-4,12,15,3
Balatonkenese,56,1-4,10,12,2
Balatonkenese,62,1-4,5,6,1
Balatonkenese,66,1-4,9,11,2
Balatonkenese,68,1-4,14,17,3
Balatonkenese,69,1-4,7,9,2
Balatonkenese,70,1-4,12,15,3
Balatonkenese,73,1-4,5,6,1
Balatonkenese,74,1-4,10,12,2
Balatonkenese,81,1-4,24,30,6
Balatonkenese,85,1-4,13,16,3
Balatonkenese,86,1-4,14,17,3
Balatonkenese,90,1-4,5,6,1
Balatonkenese,93,1-4,6,8,2
Balatonkenese,96,1-4,25,31,6
Balatonkeresztúr,1,1-4,12,15,3
Balatonkeresztúr,43,1-4,25,31,6
Balatonkeresztúr,45,1-4,5,6,1
Balatonkeresztúr,47,1-4,15,19,4
Balatonkeresztúr,55,1-4,19,24,5
Balatonkeresztúr,56,1-4,15,19,4
Balatonkeresztúr,68,1-4,7,9,2
Balatonkeresztúr,74,1-4,9,11,2
Balatonkeresztúr,81,1-4,14,17,3
Balatonkeresztúr,85,1-4,8,10,2
Balatonkeresztúr,96,1-4,14,17,3
Balatonlelle,1,1-4,75,93,18
Balatonlelle,16,20-49,8,10,2
Balatonlelle,2,1-4,5,6,1
Balatonlelle,41,1-4,10,12,2
Balatonlelle,43,1-4,67,83,16
Balatonlelle,45,1-4,15,19,4
Balatonlelle,46,1-4,14,17,3
Balatonlelle,47,1-4,62,77,15
Balatonlelle,47,10-19,7,9,2
Balatonlelle,47,5-9,5,6,1
Balatonlelle,49,1-4,14,17,3
Balatonlelle,55,1-4,56,70,14
Balatonlelle,56,1-4,56,70,14
Balatonlelle,56,5-9,6,8,2
Balatonlelle,62,1-4,8,10,2
Balatonlelle,66,1-4,11,14,3
Balatonlelle,68,1-4,36,45,9
Balatonlelle,69,1-4,12,15,3
Balatonlelle,70,1-4,22,27,5
Balatonlelle,74,1-4,11,14,3
Balatonlelle,77,1-4,9,11,2
Balatonlelle,81,1-4,23,29,6
Balatonlelle,82,1-4,12,15,3
Balatonlelle,85,1-4,18,22,4
Balatonlelle,86,1-4,7,9,2
Balatonlelle,90,1-4,8,10,2
Balatonlelle,93,1-4,10,12,2
Balatonlelle,96,1-4,41,51,10
Balatonmáriafürdõ,41,1-4,6,8,2
Balatonmáriafürdõ,43,1-4,6,8,2
Balatonmáriafürdõ,47,1-4,10,12,2
Balatonmáriafürdõ,55,1-4,9,11,2
Balatonmáriafürdõ,56,1-4,13,16,3
Balatonszabadi,1,1-4,27,34,7
Balatonszabadi,22,1-4,40,50,10
Balatonszabadi,23,1-4,84,104,20
Balatonszabadi,25,1-4,345,429,84
Balatonszabadi,26,1-4,14,17,3
Balatonszabadi,27,1-4,27,34,7
Balatonszabadi,41,1-4,11,14,3
Balatonszabadi,43,1-4,50,62,12
Balatonszabadi,45,1-4,8,10,2
Balatonszabadi,46,1-4,6,8,2
Balatonszabadi,47,1-4,15,19,4
Balatonszabadi,49,1-4,6,8,2
Balatonszabadi,62,1-4,5,6,1
Balatonszabadi,66,1-4,10,12,2
Balatonszabadi,68,1-4,7,9,2
Balatonszabadi,69,1-4,7,9,2
Balatonszabadi,74,1-4,12,15,3
Balatonszabadi,81,1-4,23,29,6
Balatonszabadi,85,1-4,9,11,2
Balatonszabadi,86,1-4,5,6,1
Balatonszabadi,96,1-4,10,12,2
Balatonszemes,1,1-4,15,19,4
Balatonszemes,43,1-4,25,31,6
Balatonszemes,47,1-4,14,17,3
Balatonszemes,55,1-4,11,14,3
Balatonszemes,56,1-4,23,29,6
Balatonszemes,62,1-4,5,6,1
Balatonszemes,68,1-4,5,6,1
Balatonszemes,70,1-4,5,6,1
Balatonszemes,77,1-4,5,6,1
Balatonszemes,81,1-4,7,9,2
Balatonszemes,86,1-4,7,9,2
Balatonszemes,96,1-4,12,15,3
Balatonszentgyörgy,1,1-4,5,6,1
Balatonszentgyörgy,25,1-4,16,20,4
Balatonszentgyörgy,25,20-49,12,15,3
Balatonszentgyörgy,43,1-4,23,29,6
Balatonszentgyörgy,47,1-4,12,15,3
Balatonszentgyörgy,49,1-4,7,9,2
Balatonszentgyörgy,56,1-4,9,11,2
Balatonszentgyörgy,62,1-4,5,6,1
Balatonszentgyörgy,85,1-4,6,8,2
Balatonszentgyörgy,96,1-4,12,15,3
Balatonszepezd,43,1-4,7,9,2
Balatonszárszó,1,1-4,17,21,4
Balatonszárszó,25,1-4,35,44,9
Balatonszárszó,41,1-4,6,8,2
Balatonszárszó,43,1-4,33,41,8
Balatonszárszó,45,1-4,6,8,2
Balatonszárszó,46,1-4,5,6,1
Balatonszárszó,47,1-4,24,30,6
Balatonszárszó,53,1-4,5,6,1
Balatonszárszó,55,1-4,21,26,5
Balatonszárszó,56,1-4,20,25,5
Balatonszárszó,62,1-4,11,14,3
Balatonszárszó,68,1-4,8,10,2
Balatonszárszó,69,1-4,8,10,2
Balatonszárszó,70,1-4,14,17,3
Balatonszárszó,74,1-4,8,10,2
Balatonszárszó,81,1-4,9,11,2
Balatonszárszó,95,1-4,6,8,2
Balatonszárszó,96,1-4,19,24,5
Balatonszõlõs,1,1-4,5,6,1
Balatonszõlõs,25,1-4,7,9,2
Balatonszõlõs,25,5-9,5,6,1
Balatonszõlõs,43,1-4,11,14,3
Balatonszõlõs,49,1-4,5,6,1
Balatonszõlõs,56,1-4,5,6,1
Balatonszõlõs,85,1-4,7,9,2
Balatonszõlõs,96,1-4,8,10,2
Balatonvilágos,1,1-4,10,12,2
Balatonvilágos,25,1-4,7,9,2
Balatonvilágos,27,1-4,5,6,1
Balatonvilágos,41,1-4,5,6,1
Balatonvilágos,43,1-4,16,20,4
Balatonvilágos,47,1-4,16,20,4
Balatonvilágos,56,1-4,9,11,2
Balatonvilágos,62,1-4,8,10,2
Balatonvilágos,66,1-4,5,6,1
Balatonvilágos,68,1-4,5,6,1
Balatonvilágos,70,1-4,7,9,2
Balatonvilágos,74,1-4,6,8,2
Balatonvilágos,81,1-4,7,9,2
Balatonvilágos,85,1-4,6,8,2
Balatonvilágos,86,1-4,9,11,2
Balatonvilágos,96,1-4,7,9,2
Balatonõszöd,1,1-4,11,14,3
Balatonõszöd,43,1-4,7,9,2
Balatonújlak,1,1-4,6,8,2
Balatonújlak,43,1-4,6,8,2
Balinka,43,1-4,5,6,1
Balkány,1,1-4,116,144,28
Balkány,1,5-9,5,6,1
Balkány,41,1-4,7,9,2
Balkány,43,1-4,35,44,9
Balkány,45,1-4,15,19,4
Balkány,46,1-4,5,6,1
Balkány,47,1-4,37,46,9
Balkány,49,1-4,12,15,3
Balkány,56,1-4,8,10,2
Balkány,68,1-4,6,8,2
Balkány,69,1-4,5,6,1
Balkány,70,1-4,6,8,2
Balkány,74,1-4,5,6,1
Balkány,81,1-4,5,6,1
Balkány,85,1-4,8,10,2
Balkány,86,1-4,13,16,3
Balkány,93,1-4,12,15,3
Balkány,96,1-4,21,26,5
Ballószög,1,1-4,39,49,10
Ballószög,41,1-4,7,9,2
Ballószög,43,1-4,50,62,12
Ballószög,45,1-4,10,12,2
Ballószög,46,1-4,5,6,1
Ballószög,47,1-4,23,29,6
Ballószög,49,1-4,5,6,1
Ballószög,56,1-4,9,11,2
Ballószög,62,1-4,11,14,3
Ballószög,66,1-4,19,24,5
Ballószög,68,1-4,11,14,3
Ballószög,69,1-4,8,10,2
Ballószög,70,1-4,10,12,2
Ballószög,74,1-4,15,19,4
Ballószög,81,1-4,13,16,3
Ballószög,82,1-4,11,14,3
Ballószög,85,1-4,15,19,4
Ballószög,86,1-4,13,16,3
Ballószög,93,1-4,5,6,1
Ballószög,96,1-4,25,31,6
Balmazújváros,1,1-4,183,228,45
Balmazújváros,1,10-19,5,6,1
Balmazújváros,1,5-9,9,11,2
Balmazújváros,13,1-4,6,8,2
Balmazújváros,16,1-4,9,11,2
Balmazújváros,2,1-4,8,10,2
Balmazújváros,25,10-19,5,6,1
Balmazújváros,25,50-249,5,6,1
Balmazújváros,31,10-19,6,8,2
Balmazújváros,31,50-249,6,8,2
Balmazújváros,32,10-19,9,11,2
Balmazújváros,32,50-249,6,8,2
Balmazújváros,41,1-4,22,27,5
Balmazújváros,42,1-4,8,10,2
Balmazújváros,43,1-4,352,438,86
Balmazújváros,43,10-19,9,11,2
Balmazújváros,43,5-9,17,21,4
Balmazújváros,45,1-4,20,25,5
Balmazújváros,46,1-4,21,26,5
Balmazújváros,47,1-4,111,138,27
Balmazújváros,47,10-19,5,6,1
Balmazújváros,47,5-9,15,19,4
Balmazújváros,49,1-4,33,41,8
Balmazújváros,52,1-4,9,11,2
Balmazújváros,56,1-4,34,42,8
Balmazújváros,62,1-4,18,22,4
Balmazújváros,63,1-4,7,9,2
Balmazújváros,66,1-4,23,29,6
Balmazújváros,68,1-4,30,37,7
Balmazújváros,69,1-4,41,51,10
Balmazújváros,70,1-4,24,30,6
Balmazújváros,73,1-4,8,10,2
Balmazújváros,74,1-4,37,46,9
Balmazújváros,77,1-4,14,17,3
Balmazújváros,80,1-4,5,6,1
Balmazújváros,81,1-4,12,15,3
Balmazújváros,82,1-4,53,66,13
Balmazújváros,85,1-4,24,30,6
Balmazújváros,86,1-4,19,24,5
Balmazújváros,90,1-4,22,27,5
Balmazújváros,93,1-4,10,12,2
Balmazújváros,94,1-4,7,9,2
Balmazújváros,95,1-4,10,12,2
Balmazújváros,96,1-4,92,114,22
Balogunyom,1,1-4,6,8,2
Balotaszállás,1,1-4,38,47,9
Balotaszállás,2,1-4,7,9,2
Balotaszállás,43,1-4,10,12,2
Balotaszállás,47,1-4,6,8,2
Balsa,1,1-4,12,15,3
Balsa,47,1-4,5,6,1
Balástya,1,1-4,338,420,82
Balástya,1,5-9,6,8,2
Balástya,41,1-4,6,8,2
Balástya,43,1-4,17,21,4
Balástya,45,1-4,6,8,2
Balástya,46,1-4,8,10,2
Balástya,47,1-4,25,31,6
Balástya,56,1-4,6,8,2
Balástya,68,1-4,5,6,1
Balástya,70,1-4,9,11,2
Balástya,74,1-4,6,8,2
Balástya,85,1-4,23,29,6
Balástya,86,1-4,8,10,2
Balástya,93,1-4,6,8,2
Balástya,96,1-4,13,16,3
Balástya,97,1-4,6,8,2
Bana,1,1-4,24,30,6
Bana,25,1-4,6,8,2
Bana,32,1-4,5,6,1
Bana,33,1-4,9,11,2
Bana,41,1-4,6,8,2
Bana,43,1-4,16,20,4
Bana,45,1-4,5,6,1
Bana,47,1-4,11,14,3
Bana,82,1-4,5,6,1
Bana,96,1-4,12,15,3
Barabás,1,1-4,26,32,6
Baracs,1,1-4,22,27,5
Baracs,25,1-4,12,15,3
Baracs,33,1-4,7,9,2
Baracs,41,1-4,7,9,2
Baracs,43,1-4,63,78,15
Baracs,45,1-4,7,9,2
Baracs,47,1-4,19,24,5
Baracs,49,1-4,7,9,2
Baracs,66,1-4,11,14,3
Baracs,69,1-4,5,6,1
Baracs,74,1-4,8,10,2
Baracs,81,1-4,5,6,1
Baracs,82,1-4,5,6,1
Baracs,85,1-4,8,10,2
Baracs,86,1-4,7,9,2
Baracs,90,1-4,7,9,2
Baracs,96,1-4,22,27,5
Baracska,1,1-4,18,22,4
Baracska,43,1-4,46,57,11
Baracska,45,1-4,5,6,1
Baracska,46,1-4,5,6,1
Baracska,47,1-4,14,17,3
Baracska,62,1-4,6,8,2
Baracska,66,1-4,5,6,1
Baracska,69,1-4,7,9,2
Baracska,74,1-4,6,8,2
Baracska,81,1-4,9,11,2
Baracska,82,1-4,6,8,2
Baracska,85,1-4,5,6,1
Baracska,86,1-4,7,9,2
Baracska,95,1-4,5,6,1
Baracska,96,1-4,13,16,3
Barbacs,1,1-4,12,15,3
Barcs,1,1-4,45,56,11
Barcs,2,1-4,10,12,2
Barcs,23,1-4,5,6,1
Barcs,25,1-4,25,31,6
Barcs,41,1-4,14,17,3
Barcs,43,1-4,82,102,20
Barcs,45,1-4,25,31,6
Barcs,45,5-9,5,6,1
Barcs,46,1-4,11,14,3
Barcs,47,1-4,77,96,19
Barcs,47,5-9,11,14,3
Barcs,49,1-4,17,21,4
Barcs,56,1-4,24,30,6
Barcs,62,1-4,9,11,2
Barcs,66,1-4,29,36,7
Barcs,68,1-4,12,15,3
Barcs,69,1-4,32,40,8
Barcs,70,1-4,11,14,3
Barcs,73,1-4,5,6,1
Barcs,74,1-4,27,34,7
Barcs,81,1-4,12,15,3
Barcs,82,1-4,7,9,2
Barcs,85,1-4,36,45,9
Barcs,86,1-4,15,19,4
Barcs,90,1-4,6,8,2
Barcs,93,1-4,8,10,2
Barcs,95,1-4,10,12,2
Barcs,96,1-4,60,75,15
Battonya,1,1-4,107,133,26
Battonya,41,1-4,5,6,1
Battonya,43,1-4,20,25,5
Battonya,47,1-4,29,36,7
Battonya,56,1-4,9,11,2
Battonya,69,1-4,5,6,1
Battonya,70,1-4,5,6,1
Battonya,74,1-4,11,14,3
Battonya,86,1-4,5,6,1
Battonya,96,1-4,15,19,4
Baté,43,1-4,8,10,2
Baté,47,1-4,8,10,2
Bazsi,1,1-4,8,10,2
Bazsi,43,1-4,13,16,3
Becsehely,1,1-4,20,25,5
Becsehely,2,1-4,10,12,2
Becske,1,1-4,8,10,2
Becsvölgye,1,1-4,7,9,2
Bedõ,1,1-4,11,14,3
Bekecs,1,1-4,23,29,6
Bekecs,43,1-4,25,31,6
Bekecs,45,1-4,11,14,3
Bekecs,46,1-4,5,6,1
Bekecs,47,1-4,19,24,5
Bekecs,56,1-4,5,6,1
Bekecs,62,1-4,6,8,2
Bekecs,66,1-4,12,15,3
Bekecs,69,1-4,5,6,1
Bekecs,70,1-4,5,6,1
Bekecs,74,1-4,11,14,3
Bekecs,80,1-4,5,6,1
Bekecs,82,1-4,6,8,2
Bekecs,85,1-4,7,9,2
Bekecs,86,1-4,6,8,2
Bekecs,96,1-4,11,14,3
Bekölce,43,1-4,5,6,1
Belecska,1,1-4,7,9,2
Beled,1,1-4,10,12,2
Beleg,25,1-4,18,22,4
Belezna,1,1-4,21,26,5
Beloiannisz,43,1-4,24,30,6
Beloiannisz,47,1-4,5,6,1
Beloiannisz,81,1-4,6,8,2
Belvárdgyula,43,1-4,8,10,2
Benk,1,1-4,8,10,2
Bercel,1,1-4,12,15,3
Bercel,43,1-4,19,24,5
Bercel,45,1-4,6,8,2
Bercel,47,1-4,7,9,2
Bercel,59,1-4,5,6,1
Bercel,81,1-4,5,6,1
Bercel,96,1-4,12,15,3
Beregdaróc,1,1-4,24,30,6
Beregsurány,1,1-4,19,24,5
Beregsurány,47,1-4,8,10,2
Berekböszörmény,1,1-4,24,30,6
Berekböszörmény,43,1-4,6,8,2
Berekböszörmény,46,1-4,6,8,2
Berekböszörmény,47,1-4,19,24,5
